economy,series,Country,Series,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
TGO,NE.IMP.GNFS.CD,Togo,Imports of goods and services (current US$),398858807.649936,365145882.016883,498214852.317033,759576051.435137,769349353.853245,985520656.449698,757473026.429517,764523143.85813,562466530.247267,527122811.629106,615157677.80083,834337849.310822,895615927.938245,992268270.776533,939823754.989521,770924274.419944,773548331.990692,685717467.689904,439633299.49753,440495843.17637,607330076.60531,713174632.168202,650425458.850358,732267659.843892,640566113.610875,603640477.414688,646569239.534729,727191364.191763,960946955.988041,1094601312.76858,1168639790.35644,1214295355.24794,1390529740.32222,1685585881.59412,1708531865.00973,1846051552.23081,2495773759.34885,2302333526.80464,2879444704.33531,2658736963.15556,2430186636.80095,2400078507.52477,2090563831.38575,2328937346.46878,2260735795.38605,2389182481.94725,2832647625.85045,3258690801.50787,3441253046.33144,
TEC,NE.IMP.GNFS.CD,Europe & Central Asia (IDA & IBRD countries),Imports of goods and services (current US$),,,,,,,,,,,,,,,,235064173450.557,177606437913.393,388155908366.412,282386967073.556,224480119313.429,256543374493.943,259172749085.323,284661898673.63,263692589827.621,228439592992.094,262071982192.291,270146527438.575,306082489252.461,387083311376.499,506543974161.925,607778798845.409,755475181370.416,996579969145.444,1260994387582.02,896211354713.122,1088841664960.16,1357998232437.72,1396459006392.7,1462273345590.48,1401324326517.22,1108013529407.6,1083296481908.07,1269382419566.63,1376338226627.84,1385682718418.27,1270010490239.84,1601985704486.19,1810041627563.97,1889275199102.17,
TEA,NE.IMP.GNFS.CD,East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (current US$),28472024169.8329,29526870709.8643,34998580147.9704,44949388863.7121,57101238168.192,76452755191.1788,86315212167.0757,83250127603.2434,87471221994.1495,88081959134.8842,96904627305.1692,89567477552.8214,99223656750.9909,127497197712.605,139574490016.118,153701465076.948,179632017754.597,211286500048.077,258767816580.995,309148682318.844,389296505253.162,427560924083.721,431861289433.212,356349743373.881,396793976402.485,504039450410.716,512489541891.33,583021420558.203,726990746914.111,945530030836.692,1100874528206.09,1289525262576.14,1536107545539.06,1855225057463.93,1616200864588.71,2185484063407.77,2735632416766.73,2912696847940.28,3116755906409.35,3236396757120.96,2926113130828.62,2871250321877.31,3267086916834.35,3769332220206.19,3687488526779.39,3420341041251.56,4426459906840.4,4679477578428.41,4592264941411.71,
TCD,NE.IMP.GNFS.CD,Chad,Imports of goods and services (current US$),223504931.341044,228499255.582204,265386205.901508,311536381.107054,347871418.293477,298183134.662509,198725614.58684,112596761.81512,195963410.394308,221072311.092743,323630060.731269,377752728.119819,423865233.408772,446324642.955142,450301764.71992,485189439.921258,457982402.692591,466958173.744112,429082121.052443,411559919.514802,488251564.675875,467199422.745387,475289630.239498,515889625.046047,494007543.619927,481549082.910399,849538448.778265,2269814007.74127,1611292717.1365,2245029718.43305,2518057573.60742,3590201333.63481,3479736756.23914,3907578538.7652,3899421940.67213,4645436721.94,5088489833.81439,5207595369.62207,5062672012.88657,5919969143.54669,4003726597.43955,3736368579.63285,3970361147.09766,4272465296.55609,4280250489.1643,4501989112.64356,5210833467.41819,5008659289.45288,6321231739.79579,
TCA,NE.IMP.GNFS.CD,Turks and Caicos Islands,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,NE.IMP.GNFS.CD,Syrian Arab Republic,Imports of goods and services (current US$),2318859794.49785,2617783266.44026,3129344729.34473,2896334478.80871,3575286624.20382,4628789808.9172,5116427206.45481,4063358923.3248,4691609868.48421,4200952491.57858,4173565121.4128,2957326806.42758,3286057264.80526,2749847766.03082,2965896086.51434,3440367130.29207,4163791666.66667,4987517653.79752,5602184892.49205,4594640000.0,4323552894.21158,5252195608.78244,4903093385.21401,4696403846.15385,5078313953.48837,5523717814.52795,6168564305.00727,6591622610.81741,6404206462.1012,9449227722.77228,11281149425.2874,11878533724.3402,15289807769.3232,19270827060.2986,16712093142.8415,19548915138.8015,21157918969.505,11943881866.1254,7888121084.9129,10159432248.8545,6058999271.89207,5723436972.82645,6828054267.67633,7683752902.37253,6546690316.91197,3750745659.88589,6560493569.8734,6803218572.23967,,
SYC,NE.IMP.GNFS.CD,Seychelles,Imports of goods and services (current US$),,39173012.972438,45757618.0599611,57828969.1989908,84447900.9577349,98786749.7399072,92671967.9172754,97772478.8334054,87782421.1150649,87652876.8710333,98778680.5017372,105551554.91718,113196061.862769,159119527.071921,164754981.519619,186209222.582398,172126486.111227,191505105.527246,238319431.720304,206173108.113454,232934332.934333,378655506.147005,340434455.116663,383025788.183425,433699578.848854,503612558.820137,644659483.44886,595567581.436097,610557820.378294,684576309.090909,919168709.090909,1021809495.89216,948944629.655607,1084488354.58706,991699603.378119,1048324663.81284,1187202746.91157,1297822757.4062,1357353290.45874,1584249275.89032,1395023128.04075,1498180127.10602,1734555858.72111,1760460019.13434,1701471825.8422,1201944067.38357,1539328140.15264,2012397144.3575,2079750830.90725,
SXM,NE.IMP.GNFS.CD,Sint Maarten (Dutch part),Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,NE.IMP.GNFS.CD,Eswatini,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,NE.IMP.GNFS.CD,Sweden,Imports of goods and services (current US$),21182898945.1375,23627641130.4208,24746426945.7337,25609293792.1877,34937920505.7032,40613659211.2729,36021130465.695,34771097157.2279,32645524252.977,33130510650.6444,35585034809.7956,41575377196.9229,52072422086.9346,58783648975.062,63888528129.7988,72705358856.525,68212672509.3014,70212468663.0722,58755813654.701,68925349922.2395,83698007934.6165,88695347450.0447,87888511964.7933,92656762978.1507,95110500580.945,100500753094.235,91349391524.915,96051185671.2984,116900807538.677,138503721645.416,152119468493.664,172106204765.39,204954577735.693,225374216746.825,167208837440.226,198159724056.885,233790539628.339,222452469053.27,227251065210.344,233198824915.808,202930207436.24,207504289792.387,225300076530.665,243893762279.478,235643869847.267,218445221956.354,273852355814.846,301399274779.953,299467172193.893,
SVN,NE.IMP.GNFS.CD,Slovenia,Imports of goods and services (current US$),,,,,,,,,,,,,,,,12933093220.339,8912382608.69565,6661506485.84906,6919187301.5873,7870249302.32558,10180543873.8374,10189789305.949,10111527611.0444,10893287651.4714,11000424522.0831,10918374946.1903,11020070088.845,12057382543.6409,15208840680.3193,19444956402.5909,21887254072.8765,25630375109.7729,33276137346.7456,38163318803.2047,28245914567.9758,30475638367.7334,35608737592.5682,32368229615.3098,33607385501.3401,34570632674.6391,29706227946.6019,30915723137.7071,36028299306.8483,41364665347.1027,40802920386.196,36983471635.8382,48057681456.3403,55275476024.5819,53138794237.2029,
SVK,NE.IMP.GNFS.CD,Slovak Republic,Imports of goods and services (current US$),,,,,,,,,,,,,,,,4251767394.61656,6602608480.65274,10819201707.8535,9869717732.49004,10695987661.6443,14115313725.4902,17460205323.1939,17755812846.9469,16911732856.0242,15592058974.9672,16253875873.9796,19871121855.0138,22379998736.8616,29471992636.1513,40553163472.2634,47583403653.0303,59227656231.2893,72043417019.9481,82942813433.5156,61305633339.8742,71092464365.9168,84295704904.2609,81519904185.1137,87262069995.5101,87794970706.9605,79130064372.7859,81715126559.1352,88964308586.3343,100008287099.316,97247442000.9646,89672126063.3777,109927645532.789,121607622614.843,120103857996.381,
SUR,NE.IMP.GNFS.CD,Suriname,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192914677.26063,1387613843.35155,1846265938.06922,1697267759.56284,1678069306.04713,,,,,,,,,,,,,,
STP,NE.IMP.GNFS.CD,Sao Tome and Principe,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SST,NE.IMP.GNFS.CD,Small states,Imports of goods and services (current US$),,,,,,,,,,,,,,,22809474562.4659,26848050598.0495,28329692260.4878,31187560681.6431,29124989514.2849,31271458126.5733,37847793133.7599,41148417192.9129,41729452969.2465,41948430822.9915,42557603605.2798,44186804122.8145,43243600712.8081,46222874713.7786,53301698244.3284,64550917069.3036,74740050536.8518,86853192809.9968,101400758614.961,116471523961.847,89041114266.161,99582593655.9076,127088397971.001,133091534369.344,138991111426.984,137340745590.2,122371551511.317,125172624085.959,141354089290.993,159458039052.997,158581892733.968,145220374030.307,180391614113.507,214395252191.373,216581991905.813,
SSF,NE.IMP.GNFS.CD,Sub-Saharan Africa,Imports of goods and services (current US$),36817282462.5382,36174561029.1149,38925771959.7178,45861366933.0283,55591093778.1444,74664268778.259,79289296570.48,68404222002.1918,60307931461.5935,59739125371.7854,52658819611.7315,58358984042.9537,67369832024.9305,72675351316.3307,74366673058.8202,80267573087.5951,83654827738.9004,81139981176.1728,79367787056.8007,86330447189.9244,104695743968.884,109111435511.655,113163483674.655,112310517115.891,106914058650.657,111689343397.145,107804995261.127,116616319344.503,143718821329.964,180668224344.361,217033003486.769,254074299306.027,317380047994.789,386728576355.22,343663149796.519,390049400039.847,459556181194.104,481641539816.417,502227619147.852,496478588505.534,430925393199.954,381269610091.548,410391934318.01,455631750524.96,437888521175.712,382926287544.365,471797171978.425,564703080138.993,559017615585.616,
SSD,NE.IMP.GNFS.CD,South Sudan,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4556634294.45799,4222409862.32574,4308920517.1591,4047444596.85514,3434803457.62712,7567840881.35593,3664089627.11864,3467364408.19044,,,,,,,,,
SSA,NE.IMP.GNFS.CD,Sub-Saharan Africa (excluding high income),Imports of goods and services (current US$),36815917013.148,36173219416.4539,38918775191.5991,45847088080.401,55551682754.4445,74633877444.9806,79275294683.3964,68365266093.4335,60271200376.9095,59701687568.1414,52593375797.6203,58292366811.3037,67305791020.0583,72551255513.2363,74236816911.3871,80114955014.705,83527643948.4853,80981916048.4678,79141361016.5611,86158866379.6371,104510834977.221,108734554401.503,112843462747.749,111931709130.441,106459834704.896,111146335063.987,107065982108.651,115954843761.686,143057617624.676,179940533806.976,216038058991.227,252975846384.125,316408210417.881,385631533149.314,342654796199.928,388997348051.496,458374005041.337,480340007492.835,500865751787.494,494851301974.948,429489840591.007,379693579241.99,408554178652.588,453783017034.711,436100691060.831,381694325919.077,470211562183.323,562605969543.02,556838889441.526,
SRB,NE.IMP.GNFS.CD,Serbia,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,1384067796.61017,3911862197.39292,5400470206.18034,4583104039.55816,2969446469.15062,942619356.329919,4647755032.38053,6295942594.75794,8549028052.24936,12834200618.6902,12577135465.2261,15504397892.3477,20858224058.4396,26220470717.0224,17917064956.5112,18599124649.905,22563698123.9108,21492658567.9973,23262513959.1986,23603525028.1578,20707771265.7471,21635087306.2339,25104841040.8983,30032669304.2156,31573497914.357,30294542171.066,39697186027.9769,47552026633.7619,48332534029.69,
SOM,NE.IMP.GNFS.CD,Somalia,Imports of goods and services (current US$),191088160.127085,192486094.996029,295217382.028986,316988817.679558,445931808.923885,534102368.090059,477996187.190869,526993563.685709,533432443.476805,481494597.283007,169206456.500803,273465478.015279,315205176.136978,230343008.3312,490450254.295533,346105374.490393,,,,,,,,,,,,,,,,,,,,,,3012549729.99968,3276855458.49588,3582435074.09552,3667158470.00028,3850891899.9982,4239776479.99927,4693240004.98635,4954400000.0,5352640000.0,5969200008.97039,7455975469.97063,8001807070.0011,
SMR,NE.IMP.GNFS.CD,San Marino,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2085261025.79916,2159608546.04983,2217594642.98706,2365342429.08827,2315535988.83861,2169157188.99187,2934418102.15176,3169276486.7913,,
SLV,NE.IMP.GNFS.CD,El Salvador,Imports of goods and services (current US$),720040000.0,857200000.0,1102320000.0,1236480000.0,1286440000.0,1188160000.0,1154480000.0,967760600.0,1048723500.0,1044917600.0,1135807500.0,1095515800.0,1033141700.0,933715700.0,1035800000.0,1499153633.0,1603417100.0,1891815600.0,2281645100.0,2705134100.0,3373053900.0,3272855600.0,3836743500.0,3990321100.0,4129349000.0,4935859900.0,5021277400.0,5117092900.0,5603962500.0,6021905400.0,6533150000.0,7602490000.0,8855300000.0,9699500000.0,7413800000.0,8595000000.0,10201700000.0,10495790000.0,11155200000.0,10969480000.0,11033340000.0,10731440000.0,11309300000.0,12151540000.0,12388470000.0,10450130000.0,15411330000.0,18070440000.0,16938650000.0,
SLE,NE.IMP.GNFS.CD,Sierra Leone,Imports of goods and services (current US$),234175716.96264,172082240.034506,184910597.470563,230650213.93643,300481565.228909,420651552.6767,443016133.206798,335930246.639487,219271957.694409,134903085.718839,142324303.101688,73576932.6373353,153071115.941603,151842283.324107,164863825.589755,220884259.408133,226153078.340458,223713739.253396,219721762.495572,233877131.765556,230230872.291577,302762202.919958,128200961.300889,143020226.167772,133350330.75693,250500328.613252,300798905.707504,373945372.06576,443238865.184294,421776332.055127,483591086.341721,472171832.422941,532971814.821589,643759632.267488,685540147.386765,888970251.27907,1642834872.55706,1989233059.19515,2894443322.43354,2629234345.92691,2001365445.23247,2002833206.67606,1796266930.2121,1670393268.3715,1817978349.2547,1385993375.12883,1906108257.87819,2013408071.81272,2202122026.06211,
SLB,NE.IMP.GNFS.CD,Solomon Islands,Imports of goods and services (current US$),,,,,,173530145.439953,183872962.170436,183296536.725212,172390075.207347,172723097.396199,157350886.398738,146425495.262705,156242824.311184,230010127.16823,227189280.503322,206423406.041562,262639285.385395,258870940.20013,308369615.648488,351222808.336255,324730614.521859,273948941.749538,292713741.564975,194989294.277884,159565386.877855,132051309.007727,112921882.119786,81792657.9828153,141834258.289164,177521101.590115,217135136.276535,263724433.461621,358768949.294302,408522703.586009,344206771.361341,547833027.73476,607439166.765581,650831798.931994,690209096.380716,682707046.24665,625545741.595153,632096538.654956,639628571.682141,749072147.706918,752930329.230226,495896163.994189,600963648.909609,810578933.628953,,
SGP,NE.IMP.GNFS.CD,Singapore,Imports of goods and services (current US$),8250441134.22791,9896765487.28545,10869354055.3667,12716323686.1523,17695118733.5092,24854915846.5925,28576639267.7004,30107256117.764,29571682242.9907,30939233317.558,29103089400.4032,27154402072.6331,33687287590.7045,44438888888.8889,51266199562.7112,60411526431.831,70627959479.0159,77981321905.232,91975756765.5718,110550174016.2,144309656936.238,153364122036.168,154758870855.856,124555957748.616,137834470137.001,169107805677.964,149415004439.86,153298972181.205,170522212649.303,215770830917.486,249571466422.975,293279955794.234,328425614192.006,403368670137.915,324906377727.284,411718156402.456,491027496151.938,509015616847.887,528920562614.88,530588532417.821,465345116651.21,441913262388.657,498376016076.181,559658729487.961,553179836939.709,524705923281.309,637164817120.872,733875838037.757,686655763807.124,
SEN,NE.IMP.GNFS.CD,Senegal,Imports of goods and services (current US$),872642940.01901,936697269.602632,1126395026.05683,1060183571.08032,1264686528.0902,1496960300.01578,1822808298.86116,1504650625.71405,1600297543.52078,1482612971.30549,1294595860.33136,1524007491.53846,1626029778.6996,1643548736.24408,1691678612.03511,2049748974.70032,1934759331.25764,2056499105.91677,1858224797.06967,1687427595.89339,2028765971.50684,1849069200.98102,1746494219.16215,1920046181.23236,2009562329.23743,1859032675.43839,2083798869.77607,2349065891.4595,2858883233.2565,3482299975.66343,3863797089.92876,4080719716.99321,5418129805.6816,7064428722.77673,5314157879.47347,5235657921.39279,6461833840.55108,6976207984.90607,7241502994.94863,7258510977.44716,6298158532.03906,6197109691.57793,7511561692.85899,8978699797.55997,9186797791.08368,9651853852.83994,12311805834.7268,14686801640.6209,14810851206.4771,
SDN,NE.IMP.GNFS.CD,Sudan,Imports of goods and services (current US$),1095060313.31149,1151062611.00248,1246962411.38835,1236714091.74075,1629436897.00063,2080000000.0,2540894387.44028,2131681194.76678,1746153846.15385,1723076923.07692,959190981.035331,828000000.0,1346666666.66667,1106666666.66667,2000000000.0,2377777777.77778,5184280865.53241,1014351938.96577,642630613.458647,1269090759.46384,1355785142.64072,1250799493.44096,1461894484.06244,1707000780.3711,1808997332.80961,1644890003.79197,1686810041.35645,2578370320.74493,3029824387.2982,4298519416.06405,7533593042.53019,9554139448.9515,10403689995.5359,10681682385.5364,9408802692.30769,8993448275.86207,8271289473.68421,5644833333.33333,7465369863.0137,6554134831.46067,6184121212.12121,4381200000.0,4838128571.42857,4597125307.12531,5713051071.07438,1305725563.16489,642720121.708003,582633199.485523,1492151770.71773,
SAU,NE.IMP.GNFS.CD,Saudi Arabia,Imports of goods and services (current US$),10165134756.1926,15522379603.3994,24156717677.5464,33389007172.1004,38304743729.0175,44919924659.0208,55459144516.4357,59945084419.6512,61584659913.1693,54097332576.6175,38070679182.7719,31120442884.148,31821094793.0574,31068624833.1108,36304672897.1963,36904405874.4993,48117222963.9519,49331375166.8892,44483311081.4419,35240587449.9332,39711615487.3164,42253404539.3858,43199465954.6061,38830933333.3333,37485333333.3333,46926133333.3333,44058400000.0,44830400000.0,51744266666.6667,62350400000.0,81797389981.5858,113494793057.41,145279252835.223,176684800000.0,162069066666.667,174202933333.333,197977333333.333,215206133333.333,229900800000.0,255382933333.333,247307200000.0,198110133333.333,201975733333.333,209589333333.333,218940800000.0,182183733333.333,213015733333.333,258212800000.0,292280800000.0,
SAS,NE.IMP.GNFS.CD,South Asia,Imports of goods and services (current US$),12367238884.9623,12234701602.0802,13432381706.9378,16244262485.2311,21786314312.402,29497642047.5887,29174593131.0298,29330127851.7936,29831561153.2341,29340239502.3501,31513611965.0316,30345464898.3715,32778870412.6915,37466699716.8969,40679192810.2872,44650711095.8459,40909600230.1141,47990277736.6657,50827409137.5402,56352735615.0735,71489545600.5867,76708444933.9089,81266319538.1129,83424396708.437,91789212929.633,99053346026.5014,100019121707.189,111393736130.436,132689958122.018,184533265524.991,243608461164.372,302937368214.761,384755242691.026,453576205533.846,440416398812.789,551458832743.327,692378096484.87,704765053824.427,662090831249.695,670366397076.448,608566277412.422,621865372324.081,742936382471.69,829958653254.241,785673327510.254,664879501005.151,944079634561.69,1133214972545.91,1050490315981.27,
RWA,NE.IMP.GNFS.CD,Rwanda,Imports of goods and services (current US$),101216675.608739,123695595.159655,131859989.962172,215559845.421348,252391533.731522,331033186.047387,306102651.889527,339856125.244489,307168196.411147,312153025.575676,341193276.236732,391947041.723516,412959120.017266,421685470.929173,415791948.089469,358799642.04381,345146483.043624,370561982.128779,404236920.561469,488303932.727273,334008653.743293,362153709.99283,475297232.37951,461714701.301407,472852825.296856,457371919.715922,431274064.604793,421290133.775043,460447380.755317,548213702.681968,690285354.698788,741574150.056651,907851453.593074,1363946530.73144,1500226460.20554,1625272430.08388,1862867054.7462,2185173007.40312,2283504212.72555,2474497008.81165,2731456097.82797,2961879642.65549,3067026499.29175,3342050938.95738,3741294786.07061,3648739788.90635,3887428159.39879,5148962370.19541,5718525556.4127,
RUS,NE.IMP.GNFS.CD,Russian Federation,Imports of goods and services (current US$),,,,,,,,,,,,,,,106454465075.155,92776886035.313,67259259259.2593,222111380145.278,132673769660.071,91639498027.0393,102419980064.237,85589979709.6925,91218668971.478,66522411128.2844,51275385865.1503,62417348027.0174,74250942749.4001,84408293460.925,102759593086.478,130992710864.283,164341230419.182,207914704586.723,279982932541.908,366597425851.134,250605238920.116,322366550354.214,408776142105.219,447048493877.933,468622436736.16,426062113844.975,281640332372.515,263830495058.506,327207464722.169,344519598182.381,352088733268.664,305255226176.837,376517053315.285,345183909186.928,378926011232.614,
ROU,NE.IMP.GNFS.CD,Romania,Imports of goods and services (current US$),,,,,,,,,,,,,,,,10013374944.2711,6212855085.74421,9093750000.0,7377804091.83606,8109347527.929,11476530531.9484,12678235484.9173,12454205810.8745,12852117833.4261,11257601331.5211,10033341440.6745,12046885167.2649,13680172970.0688,18478846580.7452,26152717641.5904,34287061637.0584,45041888825.9559,67730544447.8622,83625436606.5892,56494830823.215,65157336605.9347,79042763123.3665,73233838878.9574,78106395081.3677,83680518336.6053,75016620203.3269,80557368317.7132,94191820736.4752,109548390926.871,111463746998.826,103734974052.731,132206963869.247,148948922624.094,154123428721.334,
QAT,NE.IMP.GNFS.CD,Qatar,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,2490659450.54945,3526098983.51648,3604120769.23077,4085989010.98901,4098351648.35165,3184065934.06593,3965659340.65934,5099450549.45055,5446428571.42857,6699450549.45055,8315659340.65934,13207967032.967,21767307692.3077,28566208791.2088,32356868131.8681,28370604395.6044,29717307692.3077,43792582417.5824,54693406593.4066,58953296703.2967,64004395604.3956,59271428571.4286,63475274725.2747,62192582417.5824,65810989010.989,66769780219.7802,59064560439.5604,61204395604.3956,74520054945.0549,,
UMC,NE.EXP.GNFS.CD,Upper middle income,Exports of goods and services (current US$),124993777045.426,146461121894.565,164029731957.396,178679752305.697,236038873904.414,288836121886.846,276109717950.863,275132109149.638,285949835652.223,303378465678.237,293952963031.266,257928220982.328,319533379154.543,372839384249.036,399342683480.071,453577162716.502,449223551651.676,490507293346.521,519409728931.978,614580586093.333,730197620788.595,806998240590.885,891089817087.119,864629745413.868,919393846318.47,1111269102326.8,1084799395993.26,1186118788176.54,1411035329163.64,1797252276472.36,2190136899365.74,2653227104546.72,3202540894366.05,3813354636469.26,3086818447490.07,3949644589936.54,4797630241022.52,5044451687576.25,5175402631064.64,5193702261887.44,4678810333875.97,4468693846848.8,4990158699578.5,5504892642305.19,5396545038565.78,5020568864762.55,6591017208720.35,7344967937274.81,7061597962557.69,
UKR,NE.EXP.GNFS.CD,Ukraine,Exports of goods and services (current US$),,,,,,,,,,,,,,,26529048347.8514,22517259875.2273,20230191964.6397,17732031954.7572,16988495838.624,18596682378.173,22695828944.5407,20341967259.3523,20357121608.8025,17543687391.3572,16960000576.2095,19521222712.336,19909904878.9114,22030272452.0686,27327869172.1698,39456100770.8216,42593471771.8732,48355049504.9505,61412079207.9208,81376308303.7526,52180910869.1299,65600892379.303,83661340362.1659,86517143161.4126,81719004128.6125,64873485476.4489,47880176690.9298,46023154798.8845,53943461808.6232,59208892250.9196,63448583044.48,60801578067.778,81281413098.7658,57417372455.43,51099519087.5394,
UGA,NE.EXP.GNFS.CD,Uganda,Exports of goods and services (current US$),204111111.111111,278700000.0,268764705.882353,330434782.608696,415000000.0,242000000.0,215000000.0,182500000.0,194000000.0,458913258.930495,483554233.875652,502571961.533299,517053674.042086,492900000.0,419712425.587951,311669538.728551,247948158.154901,250344412.078182,227444247.465385,348784843.388843,678725716.611138,722999697.873861,837552441.53814,634713533.002364,734918410.304017,659668069.160693,672714062.011288,692819583.930111,752307732.519452,1008067266.00343,1310093926.47531,1524126929.50996,1990712068.28156,3506150678.38066,4677180750.95161,3687465342.70817,3583112054.54687,4230158431.06526,4774874142.12843,4874969924.05966,4170603009.20654,3629227691.22134,5122376576.57757,4967717826.69986,6047736363.12228,5796021014.64896,6396009273.52046,5477862277.79869,5658032305.29201,
TZA,NE.EXP.GNFS.CD,Tanzania,Exports of goods and services (current US$),,,,,,,,,,,,,,,,537502279.410473,508648082.852701,572500411.418121,765667146.137326,929865169.570034,1265179894.31523,1295157275.69778,1246175397.8983,1230116906.91437,1291630218.99004,1445863125.98847,1876854721.02198,2017946246.93547,2295888513.70894,2675290129.30304,3124155526.29693,3428845588.9144,4335060981.52708,5439934817.32002,5349218508.30742,6276937178.61028,7497823534.82418,8870630510.22188,8679120269.93239,9032206214.44268,8110109048.57517,8138103520.92867,8344707045.48532,8401858982.5961,9786702081.68473,8921839002.43059,9976590469.46969,11678964531.4076,13595120207.5357,
TUV,NE.EXP.GNFS.CD,Tuvalu,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,NE.EXP.GNFS.CD,Turkiye,Exports of goods and services (current US$),2035714285.71429,2500000000.0,2238888888.88889,2733333333.33333,2883870967.74194,3552631578.94737,5863063063.06306,7636809815.95092,7708888888.88889,9354223433.24251,10663601532.567,10073925925.9259,13584947491.2485,16951828410.6892,17357728557.9642,20135262552.7022,20904913710.4506,22898733993.0151,24669695038.6891,27909720017.5622,33680386083.5424,39092257232.3567,46675372205.5773,57026806124.4841,48230414558.3751,54533059615.9106,54840416844.8125,60314815429.1394,72376416980.6481,96593448854.7123,110762762330.277,124756280465.651,149137962562.868,181566284088.936,151740208198.921,164671478238.998,192867783671.8,214511123156.39,227889235663.169,236663554457.717,212027217924.647,200753327384.372,223675641540.481,243293992258.257,251696740784.294,209768260359.943,293050134140.709,350004410847.635,356899778676.606,
TUN,NE.EXP.GNFS.CD,Tunisia,Exports of goods and services (current US$),1343883540.03684,1311177190.83435,1511421911.42191,1848038426.51218,2802229974.75779,3518399604.8407,3487011040.81781,3002097557.58972,2869615051.9987,2720919425.41061,2699953025.53877,2721814946.30549,3377010168.19886,4242227828.26846,4479728142.53556,5353409090.90909,5277717391.30435,6126637065.78113,5908390901.24753,7024340766.78062,8096647985.61912,8248031657.84542,8114689467.84,8398428066.47786,8713608295.22224,8531440165.23149,9447888494.78666,9438270054.92593,10839779022.6767,13158999796.8633,14500633173.3508,15823068687.6655,19877270832.9756,24965547802.1202,19572383403.3808,22160316333.6594,22163031092.1499,21722011893.2679,21854753431.1837,21590469318.3324,17579251895.7497,16987820950.6092,17593023135.6624,19416540385.2933,19256190207.7846,16145881854.3016,19673161286.2131,22476730329.4792,25178795584.0227,
TTO,NE.EXP.GNFS.CD,Trinidad and Tobago,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSS,NE.EXP.GNFS.CD,Sub-Saharan Africa (IDA & IBRD countries),Exports of goods and services (current US$),32886477365.8541,34240823800.8794,40733643571.5497,46960502934.0083,59543433184.5446,80827315403.4628,69135402494.9484,62457347761.6382,62568693261.7414,62182974159.4837,60292035415.4075,65400780963.2,76746025998.7054,78978192852.272,79981863667.6477,87841564508.8273,85370612971.3865,86540130967.3081,88284470673.7194,92002334762.0338,107972244833.236,114915212520.306,115846803833.362,109491073395.661,109235432751.804,119505262130.755,115591656955.155,123123663970.748,148317950202.276,185683070821.559,229981840121.052,274237322219.06,334990331351.461,407176869323.435,319184519986.299,402726205765.672,483281696317.938,471830319420.145,464676830007.211,462740955759.529,359773181679.596,329858432284.758,383438387204.966,438322362228.801,422488321618.323,364380784452.435,485900853881.245,556935192111.179,522564027571.027,
TSA,NE.EXP.GNFS.CD,South Asia (IDA & IBRD),Exports of goods and services (current US$),8798892253.80505,10149428233.201,11584736165.3188,12396839469.032,15033380862.9125,17197532796.7279,18047901584.1355,17937024885.9496,19125233741.3079,19841147662.9111,18857522917.7961,20161052026.9627,23886940508.4568,27359982702.6652,30826342762.9461,33788181361.7289,36363475798.0885,40614494560.1502,43713210140.7654,49363211249.2382,60023785332.9653,62907732620.6092,67469996383.7648,70510414343.831,76154778891.2285,86043203896.3811,87105680346.1488,99657406056.8302,120789055351.309,160003259528.26,200859974005.51,245727979359.381,303712902109.76,346325607481.734,330126910286.196,439030835584.04,528360015048.823,529457573521.555,558864017282.506,557614082970.618,504671848269.681,528117126548.151,590222108202.716,638215542806.614,633151020918.181,585502960782.417,776002940555.737,902400606153.065,899562631308.346,
